Company,Year,page,afinn,bing,nrc,loughran,jockers,average_sentiment
COMFORTDELGRO CORPORATION LTD,2017,17,-29,-5,-11,-21,-8.5,-14.9
COMFORTDELGRO CORPORATION LTD,2017,18,-29,-7,-4,-23,-4.9,-13.58
COMFORTDELGRO CORPORATION LTD,2017,19,-24,-2,-1,-19,-2.45,-9.69
COMFORTDELGRO CORPORATION LTD,2017,20,3,-7,5,-7,14.1,1.62
COMFORTDELGRO CORPORATION LTD,2017,21,9,1,27,-8,37.55,13.31
COMFORTDELGRO CORPORATION LTD,2017,22,-6,-5,14,-21,22,0.8
COMFORTDELGRO CORPORATION LTD,2017,23,8,6,-6,-6,29.2,6.24
COMFORTDELGRO CORPORATION LTD,2017,24,31,13,47,-2,32.9,24.38
COMFORTDELGRO CORPORATION LTD,2017,25,27,11,14,2,24.1,15.62
COMFORTDELGRO CORPORATION LTD,2017,26,0,4,40,-8,19.6,11.12
COMFORTDELGRO CORPORATION LTD,2017,27,13,5,20,-1,17.25,10.85
COMFORTDELGRO CORPORATION LTD,2017,28,-8,-7,27,-23,10.6,-0.08
COMFORTDELGRO CORPORATION LTD,2017,29,21,5,24,-9,21.55,12.51
COMFORTDELGRO CORPORATION LTD,2017,30,37,13,32,6,30.6,23.72
COMFORTDELGRO CORPORATION LTD,2017,31,39,9,39,5,30.15,24.43
COMFORTDELGRO CORPORATION LTD,2017,32,58,26,60,12,49.7,41.14
COMFORTDELGRO CORPORATION LTD,2017,33,40,18,52,-3,38.5,29.1
COMFORTDELGRO CORPORATION LTD,2017,34,-1,-1,6,0,1.4,1.08
COMFORTDELGRO CORPORATION LTD,2017,36,-1,-1,0,0,-0.2,-0.44
COMFORTDELGRO CORPORATION LTD,2017,37,1,1,1,0,2.3,1.06
COMFORTDELGRO CORPORATION LTD,2017,38,40,15,57,11,48.75,34.35
COMFORTDELGRO CORPORATION LTD,2017,39,103,55,65,11,64.5,59.7
COMFORTDELGRO CORPORATION LTD,2017,40,50,20,35,1,31.5,27.5
COMFORTDELGRO CORPORATION LTD,2017,41,26,11,15,-1,20.55,14.31
COMFORTDELGRO CORPORATION LTD,2017,42,4,-1,20,-4,13.7,6.54
COMFORTDELGRO CORPORATION LTD,2017,43,-25,-4,43,4,36.3,10.86
COMFORTDELGRO CORPORATION LTD,2017,44,6,-11,31,-2,29.1,10.62
COMFORTDELGRO CORPORATION LTD,2017,45,-34,-8,46,-16,26.45,2.89
COMFORTDELGRO CORPORATION LTD,2017,46,-8,-4,26,-6,18.2,5.24
COMFORTDELGRO CORPORATION LTD,2017,47,4,9,19,1,13.75,9.35
COMFORTDELGRO CORPORATION LTD,2017,48,1,-1,17,-4,5.95,3.79
COMFORTDELGRO CORPORATION LTD,2017,49,-8,-2,14,-6,4.35,0.47
COMFORTDELGRO CORPORATION LTD,2017,50,0,-4,25,0,5.75,5.35
COMFORTDELGRO CORPORATION LTD,2017,51,-2,-5,11,-5,4.05,0.61
COMFORTDELGRO CORPORATION LTD,2017,52,13,7,17,-1,19.35,11.07
COMFORTDELGRO CORPORATION LTD,2017,53,-3,0,7,-1,5.45,1.69
COMFORTDELGRO CORPORATION LTD,2017,54,-2,-1,0,0,-1,-0.8
COMFORTDELGRO CORPORATION LTD,2018,2,1,0,6,0,2,1.8
COMFORTDELGRO CORPORATION LTD,2018,3,12,19,15,1,23.75,14.15
COMFORTDELGRO CORPORATION LTD,2018,4,-1,-1,3,0,0.85,0.37
COMFORTDELGRO CORPORATION LTD,2018,5,26,14,25,6,25.8,19.36
COMFORTDELGRO CORPORATION LTD,2018,6,0,-3,8,-4,2.4,0.68
COMFORTDELGRO CORPORATION LTD,2018,7,1,2,3,0,3.85,1.97
COMFORTDELGRO CORPORATION LTD,2018,8,20,-10,14,-2,16.05,7.61
COMFORTDELGRO CORPORATION LTD,2018,9,64,21,63,5,52.5,41.1
COMFORTDELGRO CORPORATION LTD,2018,10,4,-1,7,0,5.45,3.09
COMFORTDELGRO CORPORATION LTD,2018,11,23,17,51,7,31.3,25.86
COMFORTDELGRO CORPORATION LTD,2018,12,17,13,48,12,17.4,21.48
COMFORTDELGRO CORPORATION LTD,2018,13,-1,-14,-4,-3,-5.55,-5.51
COMFORTDELGRO CORPORATION LTD,2018,14,11,8,34,4,19.5,15.3
COMFORTDELGRO CORPORATION LTD,2018,15,-31,-5,5,-43,3.4,-14.12
COMFORTDELGRO CORPORATION LTD,2018,16,-39,-11,-4,-27,-8.9,-17.98
COMFORTDELGRO CORPORATION LTD,2018,17,-18,-2,-5,-18,-3.15,-9.23
COMFORTDELGRO CORPORATION LTD,2018,18,-40,-8,-4,-28,-8.5,-17.7
COMFORTDELGRO CORPORATION LTD,2018,19,1,-4,9,-4,14.6,3.32
COMFORTDELGRO CORPORATION LTD,2018,20,-15,4,14,-2,12.45,2.69
COMFORTDELGRO CORPORATION LTD,2018,21,14,2,8,-13,25.25,7.25
COMFORTDELGRO CORPORATION LTD,2018,22,6,5,18,-1,12.6,8.12
COMFORTDELGRO CORPORATION LTD,2018,23,35,10,27,7,21.6,20.12
COMFORTDELGRO CORPORATION LTD,2018,24,57,22,40,3,40.6,32.52
COMFORTDELGRO CORPORATION LTD,2018,25,0,-1,0,0,2.8,0.36
COMFORTDELGRO CORPORATION LTD,2018,26,5,7,43,-6,22.8,14.36
COMFORTDELGRO CORPORATION LTD,2018,27,7,0,23,-1,17.2,9.24
COMFORTDELGRO CORPORATION LTD,2018,28,-4,-3,35,-30,23,4.2
COMFORTDELGRO CORPORATION LTD,2018,29,13,-1,15,-7,7.85,5.57
COMFORTDELGRO CORPORATION LTD,2018,30,40,13,37,10,30.3,26.06
COMFORTDELGRO CORPORATION LTD,2018,31,48,11,41,3,32.9,27.18
COMFORTDELGRO CORPORATION LTD,2018,32,54,25,53,11,44.25,37.45
COMFORTDELGRO CORPORATION LTD,2018,33,37,21,54,6,38.6,31.32
COMFORTDELGRO CORPORATION LTD,2018,34,42,13,45,2,34.45,27.29
COMFORTDELGRO CORPORATION LTD,2018,35,102,46,55,8,49,52
COMFORTDELGRO CORPORATION LTD,2018,36,-1,-1,6,0,1.4,1.08
COMFORTDELGRO CORPORATION LTD,2018,37,1,1,13,0,2.4,3.48
COMFORTDELGRO CORPORATION LTD,2018,38,-1,-1,6,0,1.4,1.08
COMFORTDELGRO CORPORATION LTD,2018,39,1,0,1,-1,4,1
COMFORTDELGRO CORPORATION LTD,2018,40,32,16,42,-1,32.05,24.21
COMFORTDELGRO CORPORATION LTD,2018,41,29,5,24,-3,20.3,15.06
COMFORTDELGRO CORPORATION LTD,2018,42,22,4,37,-5,28.2,17.24
COMFORTDELGRO CORPORATION LTD,2018,43,7,5,24,1,23.6,12.12
COMFORTDELGRO CORPORATION LTD,2018,44,3,6,21,1,11.55,8.51
COMFORTDELGRO CORPORATION LTD,2018,45,-7,-8,18,-12,4.25,-0.95
COMFORTDELGRO CORPORATION LTD,2018,46,-3,-1,30,0,6.35,6.47
COMFORTDELGRO CORPORATION LTD,2018,47,-3,-4,18,-4,8.45,3.09
COMFORTDELGRO CORPORATION LTD,2018,48,15,-2,20,-2,13.65,8.93
COMFORTDELGRO CORPORATION LTD,2018,49,-3,0,6,-1,5.35,1.47
COMFORTDELGRO CORPORATION LTD,2018,50,-2,-1,0,0,-1,-0.8
COMFORTDELGRO CORPORATION LTD,2019,2,-2,-1,4,0,4.55,1.11
COMFORTDELGRO CORPORATION LTD,2019,3,22,15,18,3,24.5,16.5
COMFORTDELGRO CORPORATION LTD,2019,4,16,11,31,5,19.15,16.43
COMFORTDELGRO CORPORATION LTD,2019,5,49,33,50,7,46.5,37.1
COMFORTDELGRO CORPORATION LTD,2019,6,-1,-2,6,0,1.75,0.95
COMFORTDELGRO CORPORATION LTD,2019,7,-8,-1,4,-13,2.65,-3.07
COMFORTDELGRO CORPORATION LTD,2019,8,20,12,30,5,20.4,17.48
COMFORTDELGRO CORPORATION LTD,2019,9,7,8,15,3,21.2,10.84
COMFORTDELGRO CORPORATION LTD,2019,10,38,22,40,15,40.65,31.13
COMFORTDELGRO CORPORATION LTD,2019,11,32,28,37,20,36.35,30.67
COMFORTDELGRO CORPORATION LTD,2019,12,21,16,35,7,22,20.2
COMFORTDELGRO CORPORATION LTD,2019,13,24,37,49,8,52.35,34.07
COMFORTDELGRO CORPORATION LTD,2019,14,7,12,22,6,20.2,13.44
COMFORTDELGRO CORPORATION LTD,2019,15,12,-5,19,1,16.8,8.76
COMFORTDELGRO CORPORATION LTD,2019,16,3,1,3,2,2.85,2.37
COMFORTDELGRO CORPORATION LTD,2019,17,11,18,23,7,35.2,18.84
COMFORTDELGRO CORPORATION LTD,2019,18,17,8,22,1,15.6,12.72
COMFORTDELGRO CORPORATION LTD,2019,19,21,10,25,1,22.15,15.83
COMFORTDELGRO CORPORATION LTD,2019,20,138,60,59,19,47.85,64.77
COMFORTDELGRO CORPORATION LTD,2019,21,13,11,39,-1,23.25,17.05
COMFORTDELGRO CORPORATION LTD,2019,22,22,2,15,6,12.15,11.43
COMFORTDELGRO CORPORATION LTD,2019,23,11,14,33,3,23.85,16.97
COMFORTDELGRO CORPORATION LTD,2019,24,3,0,4,1,1.45,1.89
COMFORTDELGRO CORPORATION LTD,2019,25,19,8,22,12,19.8,16.16
COMFORTDELGRO CORPORATION LTD,2019,26,23,22,53,7,24.95,25.99
COMFORTDELGRO CORPORATION LTD,2019,27,14,14,36,12,23,19.8
COMFORTDELGRO CORPORATION LTD,2019,28,24,12,33,3,25.65,19.53
COMFORTDELGRO CORPORATION LTD,2019,29,25,14,25,4,19.4,17.48
COMFORTDELGRO CORPORATION LTD,2019,30,-8,-31,-20,0,-16.95,-15.19
COMFORTDELGRO CORPORATION LTD,2019,31,-8,-3,0,3,0.9,-1.42
COMFORTDELGRO CORPORATION LTD,2019,32,13,3,19,3,15.15,10.63
COMFORTDELGRO CORPORATION LTD,2019,33,18,11,14,1,11.5,11.1
COMFORTDELGRO CORPORATION LTD,2019,34,27,5,17,0,22.7,14.34
COMFORTDELGRO CORPORATION LTD,2019,35,8,6,23,-7,21.25,10.25
COMFORTDELGRO CORPORATION LTD,2019,36,-4,0,12,-16,20.15,2.43
COMFORTDELGRO CORPORATION LTD,2019,37,63,28,32,-11,38.1,30.02
COMFORTDELGRO CORPORATION LTD,2019,38,28,17,30,5,27.9,21.58
COMFORTDELGRO CORPORATION LTD,2019,39,15,10,34,2,29.2,18.04
COMFORTDELGRO CORPORATION LTD,2019,40,65,31,42,11,34.4,36.68
COMFORTDELGRO CORPORATION LTD,2019,41,45,22,50,9,42.25,33.65
COMFORTDELGRO CORPORATION LTD,2019,42,22,6,27,8,25.55,17.71
COMFORTDELGRO CORPORATION LTD,2019,43,41,18,27,4,23.1,22.62
COMFORTDELGRO CORPORATION LTD,2019,44,43,17,31,3,31.25,25.05
COMFORTDELGRO CORPORATION LTD,2019,45,24,11,19,1,14.55,13.91
COMFORTDELGRO CORPORATION LTD,2019,46,31,6,24,6,23.55,18.11
COMFORTDELGRO CORPORATION LTD,2019,47,4,6,38,0,26.5,14.9
COMFORTDELGRO CORPORATION LTD,2019,48,25,5,20,1,21.65,14.53
COMFORTDELGRO CORPORATION LTD,2019,49,13,6,12,0,11.45,8.49
COMFORTDELGRO CORPORATION LTD,2019,50,6,2,9,4,4.7,5.14
COMFORTDELGRO CORPORATION LTD,2019,51,2,-3,16,-13,7.85,1.97
COMFORTDELGRO CORPORATION LTD,2019,52,2,-5,41,-8,21.65,10.33
COMFORTDELGRO CORPORATION LTD,2019,53,15,14,14,-4,16.35,11.07
COMFORTDELGRO CORPORATION LTD,2019,54,-7,-6,22,-24,9.9,-1.02
COMFORTDELGRO CORPORATION LTD,2019,55,14,1,25,-13,19.95,9.39
COMFORTDELGRO CORPORATION LTD,2019,56,-1,-3,0,0,0.8,-0.64
COMFORTDELGRO CORPORATION LTD,2019,58,0,-1,14,0,0.8,2.76
COMFORTDELGRO CORPORATION LTD,2019,60,0,-1,3,0,2.9,0.98
COMFORTDELGRO CORPORATION LTD,2019,61,-5,13,12,0,20.35,8.07
COMFORTDELGRO CORPORATION LTD,2019,62,-12,2,22,-7,15.8,4.16
COMFORTDELGRO CORPORATION LTD,2019,63,-8,-2,16,3,11,4
COMFORTDELGRO CORPORATION LTD,2019,64,-10,-9,10,-8,8.25,-1.75
COMFORTDELGRO CORPORATION LTD,2019,65,7,5,17,-3,22.45,9.69
COMFORTDELGRO CORPORATION LTD,2019,66,-3,0,6,-1,5.35,1.47
COMFORTDELGRO CORPORATION LTD,2019,67,-2,-1,0,0,-1,-0.8
COMFORTDELGRO CORPORATION LTD,2020,1,-1,1,0,0,1,0.2
COMFORTDELGRO CORPORATION LTD,2020,2,21,14,17,3,21.7,15.34
COMFORTDELGRO CORPORATION LTD,2020,3,10,11,17,6,17.35,12.27
COMFORTDELGRO CORPORATION LTD,2020,4,2,-2,12,-4,5.95,2.79
COMFORTDELGRO CORPORATION LTD,2020,5,11,10,38,9,20.75,17.75
COMFORTDELGRO CORPORATION LTD,2020,6,13,10,28,0,15.3,13.26
COMFORTDELGRO CORPORATION LTD,2020,7,23,13,17,1,22.25,15.25
COMFORTDELGRO CORPORATION LTD,2020,8,7,7,8,3,11.9,7.38
COMFORTDELGRO CORPORATION LTD,2020,9,-2,-1,5,1,0.75,0.75
COMFORTDELGRO CORPORATION LTD,2020,10,-12,-1,6,-8,3.6,-2.28
COMFORTDELGRO CORPORATION LTD,2020,11,-5,0,-2,-2,-0.45,-1.89
COMFORTDELGRO CORPORATION LTD,2020,12,-3,0,1,-1,-1.05,-0.81
COMFORTDELGRO CORPORATION LTD,2020,14,3,1,1,-1,1.1,1.02
COMFORTDELGRO CORPORATION LTD,2020,15,8,4,4,1,3.9,4.18
COMFORTDELGRO CORPORATION LTD,2020,16,-1,-1,-1,0,-3.2,-1.24
COMFORTDELGRO CORPORATION LTD,2020,17,6,4,8,0,7.1,5.02
COMFORTDELGRO CORPORATION LTD,2020,18,8,2,5,0,5.2,4.04
COMFORTDELGRO CORPORATION LTD,2020,20,38,22,40,15,40.65,31.13
COMFORTDELGRO CORPORATION LTD,2020,21,26,24,34,19,32.55,27.11
COMFORTDELGRO CORPORATION LTD,2020,22,18,8,22,5,11.8,12.96
COMFORTDELGRO CORPORATION LTD,2020,23,-7,9,10,-7,11.2,3.24
COMFORTDELGRO CORPORATION LTD,2020,24,-8,2,5,-2,4.25,0.25
COMFORTDELGRO CORPORATION LTD,2020,25,11,-6,17,2,15.1,7.82
COMFORTDELGRO CORPORATION LTD,2020,26,-3,6,16,4,14.1,7.42
COMFORTDELGRO CORPORATION LTD,2020,27,13,8,13,4,11.4,9.88
COMFORTDELGRO CORPORATION LTD,2020,28,22,9,22,0,20.75,14.75
COMFORTDELGRO CORPORATION LTD,2020,29,34,15,27,6,31.4,22.68
COMFORTDELGRO CORPORATION LTD,2020,30,-3,8,15,-1,5.9,4.98
COMFORTDELGRO CORPORATION LTD,2020,31,16,7,41,-1,24.1,17.42
COMFORTDELGRO CORPORATION LTD,2020,32,11,1,8,3,8,6.2
COMFORTDELGRO CORPORATION LTD,2020,33,-4,3,10,-6,4.45,1.49
COMFORTDELGRO CORPORATION LTD,2020,34,3,2,3,3,3.2,2.84
COMFORTDELGRO CORPORATION LTD,2020,35,13,6,29,10,17.15,15.03
COMFORTDELGRO CORPORATION LTD,2020,36,21,13,29,13,9.6,17.12
COMFORTDELGRO CORPORATION LTD,2020,37,5,10,38,2,19.35,14.87
COMFORTDELGRO CORPORATION LTD,2020,38,15,16,25,12,20.8,17.76
COMFORTDELGRO CORPORATION LTD,2020,40,16,10,22,6,13,13.4
COMFORTDELGRO CORPORATION LTD,2020,41,38,18,34,0,30.8,24.16
COMFORTDELGRO CORPORATION LTD,2020,42,-9,-18,-1,-1,-8.85,-7.57
COMFORTDELGRO CORPORATION LTD,2020,43,-4,-5,3,0,-0.2,-1.24
COMFORTDELGRO CORPORATION LTD,2020,44,10,4,6,2,4.1,5.22
COMFORTDELGRO CORPORATION LTD,2020,45,-7,-10,-14,-6,-8.75,-9.15
COMFORTDELGRO CORPORATION LTD,2020,46,-7,4,19,1,14.4,6.28
COMFORTDELGRO CORPORATION LTD,2020,47,6,4,1,2,8,4.2
COMFORTDELGRO CORPORATION LTD,2020,48,11,3,14,-5,21.85,8.97
COMFORTDELGRO CORPORATION LTD,2020,49,24,7,12,-19,24.9,9.78
COMFORTDELGRO CORPORATION LTD,2020,50,24,5,9,-2,17.8,10.76
COMFORTDELGRO CORPORATION LTD,2020,51,-14,1,-2,-9,-1,-5
COMFORTDELGRO CORPORATION LTD,2020,52,-5,7,18,-14,14.9,4.18
COMFORTDELGRO CORPORATION LTD,2020,53,-31,0,-1,-20,-1.5,-10.7
COMFORTDELGRO CORPORATION LTD,2020,54,10,3,7,4,9.2,6.64
COMFORTDELGRO CORPORATION LTD,2020,55,16,13,14,0,16.15,11.83
COMFORTDELGRO CORPORATION LTD,2020,56,12,6,19,-3,6.95,8.19
COMFORTDELGRO CORPORATION LTD,2020,57,20,5,13,-4,11.4,9.08
COMFORTDELGRO CORPORATION LTD,2020,58,28,18,24,6,29.9,21.18
COMFORTDELGRO CORPORATION LTD,2020,59,16,13,14,-1,22.15,12.83
COMFORTDELGRO CORPORATION LTD,2020,60,17,7,20,7,20.6,14.32
COMFORTDELGRO CORPORATION LTD,2020,61,23,13,25,3,19.35,16.67
COMFORTDELGRO CORPORATION LTD,2020,62,35,21,34,5,31.15,25.23
COMFORTDELGRO CORPORATION LTD,2020,63,31,25,36,2,34.15,25.63
COMFORTDELGRO CORPORATION LTD,2020,64,10,5,6,2,7.05,6.01
COMFORTDELGRO CORPORATION LTD,2020,65,32,15,44,4,32.7,25.54
COMFORTDELGRO CORPORATION LTD,2020,66,29,13,36,0,26.05,20.81
COMFORTDELGRO CORPORATION LTD,2020,67,8,4,5,4,5.9,5.38
COMFORTDELGRO CORPORATION LTD,2020,68,2,-7,20,-10,5.85,2.17
COMFORTDELGRO CORPORATION LTD,2020,69,-8,3,6,-7,3.85,-0.43
COMFORTDELGRO CORPORATION LTD,2020,70,22,8,32,7,23.5,18.5
COMFORTDELGRO CORPORATION LTD,2020,71,-3,4,21,-12,16.25,5.25
COMFORTDELGRO CORPORATION LTD,2020,72,26,19,29,6,29.7,21.94
COMFORTDELGRO CORPORATION LTD,2020,73,-13,-5,10,-21,2.05,-5.39
COMFORTDELGRO CORPORATION LTD,2020,74,18,5,26,-7,26.35,13.67
COMFORTDELGRO CORPORATION LTD,2020,75,2,-4,13,-9,3.1,1.02
COMFORTDELGRO CORPORATION LTD,2020,76,-1,-3,0,0,0.8,-0.64
COMFORTDELGRO CORPORATION LTD,2020,78,0,-1,14,0,0.8,2.76
COMFORTDELGRO CORPORATION LTD,2020,80,1,-1,4,0,3.4,1.48
COMFORTDELGRO CORPORATION LTD,2020,81,-5,9,15,1,14.7,6.94
COMFORTDELGRO CORPORATION LTD,2020,82,-1,6,10,-5,11.95,4.39
COMFORTDELGRO CORPORATION LTD,2020,83,-4,10,21,-4,17.5,8.1
COMFORTDELGRO CORPORATION LTD,2020,84,3,3,13,2,8.55,5.91
COMFORTDELGRO CORPORATION LTD,2020,85,3,1,13,0,10.45,5.49
COMFORTDELGRO CORPORATION LTD,2020,86,23,5,14,-6,25.45,12.29
COMFORTDELGRO CORPORATION LTD,2020,87,10,-3,10,0,9.4,5.28
COMFORTDELGRO CORPORATION LTD,2020,88,12,10,22,-1,19,12.4
