Company,Year,page,afinn,bing,nrc,loughran,jockers,average_sentiment
THAI BEVERAGE PUBLIC CO LTD,2019,124,24,14,34,2,20.75,18.95
THAI BEVERAGE PUBLIC CO LTD,2019,125,45,18,63,7,38.2,34.24
THAI BEVERAGE PUBLIC CO LTD,2019,126,16,11,41,6,24.7,19.74
THAI BEVERAGE PUBLIC CO LTD,2019,127,20,8,45,5,32.95,22.19
THAI BEVERAGE PUBLIC CO LTD,2019,128,6,-2,17,-1,8.3,5.66
THAI BEVERAGE PUBLIC CO LTD,2019,129,21,9,42,11,26.25,21.85
THAI BEVERAGE PUBLIC CO LTD,2019,130,14,8,16,-1,16.75,10.75
THAI BEVERAGE PUBLIC CO LTD,2019,131,-9,-7,3,-4,-3.4,-4.08
THAI BEVERAGE PUBLIC CO LTD,2019,132,23,7,6,5,7.4,9.68
THAI BEVERAGE PUBLIC CO LTD,2019,133,30,11,52,9,30.75,26.55
THAI BEVERAGE PUBLIC CO LTD,2019,134,14,9,20,10,14.45,13.49
THAI BEVERAGE PUBLIC CO LTD,2019,135,21,9,27,10,17.7,16.94
THAI BEVERAGE PUBLIC CO LTD,2019,136,20,7,25,-2,17.45,13.49
THAI BEVERAGE PUBLIC CO LTD,2019,137,-4,-1,10,0,4.55,1.91
THAI BEVERAGE PUBLIC CO LTD,2019,138,-1,0,4,0,3.8,1.36
THAI BEVERAGE PUBLIC CO LTD,2019,139,3,2,11,1,6.6,4.72
THAI BEVERAGE PUBLIC CO LTD,2019,140,7,5,24,2,15.35,10.67
THAI BEVERAGE PUBLIC CO LTD,2019,141,9,1,25,4,16.55,11.11
THAI BEVERAGE PUBLIC CO LTD,2019,142,24,3,13,-5,9.85,8.97
THAI BEVERAGE PUBLIC CO LTD,2019,143,28,11,14,0,9.35,12.47
THAI BEVERAGE PUBLIC CO LTD,2019,144,11,2,17,5,10.95,9.19
THAI BEVERAGE PUBLIC CO LTD,2019,145,37,20,32,14,29.65,26.53
THAI BEVERAGE PUBLIC CO LTD,2019,146,42,20,62,13,38.85,35.17
THAI BEVERAGE PUBLIC CO LTD,2019,147,-3,-2,13,1,4.2,2.64
THAI BEVERAGE PUBLIC CO LTD,2019,148,3,1,12,-1,4.4,3.88
THAI BEVERAGE PUBLIC CO LTD,2019,149,18,16,36,10,23.25,20.65
THAI BEVERAGE PUBLIC CO LTD,2019,150,0,2,6,0,3.05,2.21
THAI BEVERAGE PUBLIC CO LTD,2019,151,3,2,19,1,10.5,7.1
THAI BEVERAGE PUBLIC CO LTD,2019,152,27,18,42,13,30,26
THAI BEVERAGE PUBLIC CO LTD,2019,153,34,14,33,4,20.55,21.11
THAI BEVERAGE PUBLIC CO LTD,2019,154,12,13,24,9,17.9,15.18
THAI BEVERAGE PUBLIC CO LTD,2019,155,7,8,28,0,17.75,12.15
THAI BEVERAGE PUBLIC CO LTD,2019,156,10,7,25,5,20.4,13.48
THAI BEVERAGE PUBLIC CO LTD,2019,157,11,7,18,4,17.15,11.43
THAI BEVERAGE PUBLIC CO LTD,2019,158,21,7,54,8,32.25,24.45
THAI BEVERAGE PUBLIC CO LTD,2019,159,3,0,3,3,3.6,2.52
THAI BEVERAGE PUBLIC CO LTD,2019,160,7,2,4,2,5.25,4.05
THAI BEVERAGE PUBLIC CO LTD,2019,161,4,3,3,1,5.35,3.27
THAI BEVERAGE PUBLIC CO LTD,2019,162,15,1,11,-1,8.35,6.87
THAI BEVERAGE PUBLIC CO LTD,2019,163,40,31,39,5,28.1,28.62
THAI BEVERAGE PUBLIC CO LTD,2019,164,8,9,25,4,17.75,12.75
THAI BEVERAGE PUBLIC CO LTD,2019,165,26,12,35,9,26.1,21.62
THAI BEVERAGE PUBLIC CO LTD,2019,166,15,6,31,-1,13,12.8
THAI BEVERAGE PUBLIC CO LTD,2019,167,1,1,18,-1,9,5.6
THAI BEVERAGE PUBLIC CO LTD,2019,168,19,10,25,6,14.25,14.85
THAI BEVERAGE PUBLIC CO LTD,2019,169,40,26,51,13,37.85,33.57
THAI BEVERAGE PUBLIC CO LTD,2019,170,50,28,47,11,43.9,35.98
THAI BEVERAGE PUBLIC CO LTD,2019,171,23,18,37,5,28.25,22.25
THAI BEVERAGE PUBLIC CO LTD,2019,172,8,2,23,5,14.9,10.58
THAI BEVERAGE PUBLIC CO LTD,2019,173,12,5,12,0,11.9,8.18
THAI BEVERAGE PUBLIC CO LTD,2019,174,17,11,4,7,11.7,10.14
THAI BEVERAGE PUBLIC CO LTD,2019,175,8,8,17,4,13.9,10.18
THAI BEVERAGE PUBLIC CO LTD,2019,176,34,14,30,7,22.9,21.58
THAI BEVERAGE PUBLIC CO LTD,2019,177,12,7,7,0,11.95,7.59
THAI BEVERAGE PUBLIC CO LTD,2019,178,15,8,16,9,14.4,12.48
THAI BEVERAGE PUBLIC CO LTD,2019,179,54,27,65,17,53.7,43.34
THAI BEVERAGE PUBLIC CO LTD,2019,180,21,12,45,7,21.15,21.23
THAI BEVERAGE PUBLIC CO LTD,2019,181,6,3,17,2,9.3,7.46
THAI BEVERAGE PUBLIC CO LTD,2019,182,23,3,41,10,26.5,20.7
THAI BEVERAGE PUBLIC CO LTD,2019,183,71,30,31,16,32.75,36.15
THAI BEVERAGE PUBLIC CO LTD,2019,184,25,10,25,14,18.25,18.45
THAI BEVERAGE PUBLIC CO LTD,2019,185,15,9,31,11,21.9,17.58
THAI BEVERAGE PUBLIC CO LTD,2019,186,34,21,41,8,36,28
THAI BEVERAGE PUBLIC CO LTD,2019,187,16,6,9,7,10.35,9.67
THAI BEVERAGE PUBLIC CO LTD,2019,188,50,26,54,18,49.2,39.44
THAI BEVERAGE PUBLIC CO LTD,2019,189,1,9,23,2,12.65,9.53
THAI BEVERAGE PUBLIC CO LTD,2019,190,8,7,3,2,7.4,5.48
THAI BEVERAGE PUBLIC CO LTD,2019,191,24,16,23,3,23.3,17.86
THAI BEVERAGE PUBLIC CO LTD,2019,192,13,3,15,-4,25.25,10.45
THAI BEVERAGE PUBLIC CO LTD,2019,193,7,10,9,1,13.15,8.03
THAI BEVERAGE PUBLIC CO LTD,2019,194,22,11,13,4,19.95,13.99
THAI BEVERAGE PUBLIC CO LTD,2019,195,42,18,41,10,35.4,29.28
THAI BEVERAGE PUBLIC CO LTD,2019,196,38,15,34,5,26.15,23.63
THAI BEVERAGE PUBLIC CO LTD,2019,197,11,3,17,-4,19.5,9.3
THAI BEVERAGE PUBLIC CO LTD,2019,198,2,4,11,0,5.6,4.52
THAI BEVERAGE PUBLIC CO LTD,2019,199,-5,-1,15,-8,7.15,1.63
THAI BEVERAGE PUBLIC CO LTD,2019,200,16,8,26,0,16.15,13.23
THAI BEVERAGE PUBLIC CO LTD,2019,201,-6,-12,20,-1,19.35,4.07
THAI BEVERAGE PUBLIC CO LTD,2019,202,17,8,13,5,9.55,10.51
THAI BEVERAGE PUBLIC CO LTD,2019,203,49,29,46,10,35.25,33.85
THAI BEVERAGE PUBLIC CO LTD,2019,204,-1,-13,5,-43,-5.8,-11.56
THAI BEVERAGE PUBLIC CO LTD,2019,205,-12,0,16,-2,14.2,3.24
THAI BEVERAGE PUBLIC CO LTD,2019,206,46,17,40,16,29.2,29.64
THAI BEVERAGE PUBLIC CO LTD,2019,207,47,23,52,12,39.75,34.75
THAI BEVERAGE PUBLIC CO LTD,2019,208,-1,0,0,0,1.6,0.12
THAI BEVERAGE PUBLIC CO LTD,2019,209,0,0,7,0,2.05,1.81
THAI BEVERAGE PUBLIC CO LTD,2019,210,-1,1,5,0,-2.85,0.43
THAI BEVERAGE PUBLIC CO LTD,2019,211,-3,0,1,-1,-5.35,-1.67
THAI BEVERAGE PUBLIC CO LTD,2019,212,-7,0,-4,-3,-1.25,-3.05
THAI BEVERAGE PUBLIC CO LTD,2019,213,3,1,4,0,1.05,1.81
THAI BEVERAGE PUBLIC CO LTD,2019,214,-4,-2,-1,-2,-4.6,-2.72
THAI BEVERAGE PUBLIC CO LTD,2019,215,-14,-17,5,-8,-4.9,-7.78
THAI BEVERAGE PUBLIC CO LTD,2019,216,-1,0,10,0,6.9,3.18
THAI BEVERAGE PUBLIC CO LTD,2019,217,-5,-1,41,-1,17,10.2
THAI BEVERAGE PUBLIC CO LTD,2019,218,-9,5,-1,-7,0.2,-2.36
THAI BEVERAGE PUBLIC CO LTD,2019,219,-35,-8,-5,-16,-7.4,-14.28
THAI BEVERAGE PUBLIC CO LTD,2019,220,-2,13,50,-3,26.35,16.87
THAI BEVERAGE PUBLIC CO LTD,2019,221,-8,-1,35,-5,17.75,7.75
THAI BEVERAGE PUBLIC CO LTD,2019,222,17,9,9,12,19.9,13.38
THAI BEVERAGE PUBLIC CO LTD,2019,223,2,1,-3,-3,0.2,-0.56
THAI BEVERAGE PUBLIC CO LTD,2019,224,0,-1,18,1,7.3,5.06
THAI BEVERAGE PUBLIC CO LTD,2019,225,-1,0,10,-5,3.45,1.49
THAI BEVERAGE PUBLIC CO LTD,2019,226,-1,-3,13,-5,4.15,1.63
THAI BEVERAGE PUBLIC CO LTD,2019,227,-6,-3,9,-1,3.65,0.53
THAI BEVERAGE PUBLIC CO LTD,2019,228,1,0,15,-6,11.55,4.31
THAI BEVERAGE PUBLIC CO LTD,2019,229,-2,0,21,-4,3.95,3.79
THAI BEVERAGE PUBLIC CO LTD,2019,230,2,0,25,-1,9.8,7.16
THAI BEVERAGE PUBLIC CO LTD,2019,231,19,14,13,2,23.75,14.35
THAI BEVERAGE PUBLIC CO LTD,2019,232,-1,-1,1,0,-0.75,-0.35
THAI BEVERAGE PUBLIC CO LTD,2020,2,-3,3,6,1,4.85,2.37
THAI BEVERAGE PUBLIC CO LTD,2020,3,4,4,11,1,9.1,5.82
THAI BEVERAGE PUBLIC CO LTD,2020,5,71,47,73,16,57.95,52.99
THAI BEVERAGE PUBLIC CO LTD,2020,7,36,31,38,13,30.9,29.78
THAI BEVERAGE PUBLIC CO LTD,2020,9,12,8,13,6,10.45,9.89
THAI BEVERAGE PUBLIC CO LTD,2020,10,5,11,14,2,13.9,9.18
THAI BEVERAGE PUBLIC CO LTD,2020,11,9,9,19,2,13.05,10.41
THAI BEVERAGE PUBLIC CO LTD,2020,12,4,5,9,2,4.8,4.96
THAI BEVERAGE PUBLIC CO LTD,2020,13,46,22,78,20,43.7,41.94
THAI BEVERAGE PUBLIC CO LTD,2020,14,4,12,9,5,11.95,8.39
THAI BEVERAGE PUBLIC CO LTD,2020,15,94,41,50,10,34,45.8
THAI BEVERAGE PUBLIC CO LTD,2020,17,5,3,-4,3,1.9,1.78
THAI BEVERAGE PUBLIC CO LTD,2020,19,-1,0,7,0,3.45,1.89
THAI BEVERAGE PUBLIC CO LTD,2020,21,3,8,9,3,9.5,6.5
THAI BEVERAGE PUBLIC CO LTD,2020,22,5,-1,12,-1,7.25,4.45
THAI BEVERAGE PUBLIC CO LTD,2020,23,27,19,38,15,35.45,26.89
THAI BEVERAGE PUBLIC CO LTD,2020,25,22,23,44,3,36.65,25.73
THAI BEVERAGE PUBLIC CO LTD,2020,26,12,24,25,5,32.3,19.66
THAI BEVERAGE PUBLIC CO LTD,2020,27,18,20,21,-4,31,17.2
THAI BEVERAGE PUBLIC CO LTD,2020,28,-10,1,16,1,5.15,2.63
THAI BEVERAGE PUBLIC CO LTD,2020,29,19,11,14,2,19.3,13.06
THAI BEVERAGE PUBLIC CO LTD,2020,30,21,21,50,4,39.1,27.02
THAI BEVERAGE PUBLIC CO LTD,2020,31,17,9,28,2,44,20
THAI BEVERAGE PUBLIC CO LTD,2020,32,3,-2,13,-2,22.7,6.94
THAI BEVERAGE PUBLIC CO LTD,2020,33,-5,0,28,1,16.05,8.01
THAI BEVERAGE PUBLIC CO LTD,2020,34,17,4,11,1,5.9,7.78
THAI BEVERAGE PUBLIC CO LTD,2020,35,3,3,11,-3,10.05,4.81
THAI BEVERAGE PUBLIC CO LTD,2020,36,5,11,17,3,16.4,10.48
THAI BEVERAGE PUBLIC CO LTD,2020,37,5,0,22,0,16.2,8.64
THAI BEVERAGE PUBLIC CO LTD,2020,38,14,7,18,1,8.2,9.64
THAI BEVERAGE PUBLIC CO LTD,2020,39,17,8,38,6,30.5,19.9
THAI BEVERAGE PUBLIC CO LTD,2020,40,8,5,20,1,15.15,9.83
THAI BEVERAGE PUBLIC CO LTD,2020,41,-14,-5,0,-6,-1.6,-5.32
THAI BEVERAGE PUBLIC CO LTD,2020,42,2,2,8,5,7.95,4.99
THAI BEVERAGE PUBLIC CO LTD,2020,43,-64,-11,27,-6,18.5,-7.1
THAI BEVERAGE PUBLIC CO LTD,2020,44,-81,-29,19,-14,-2.55,-21.51
THAI BEVERAGE PUBLIC CO LTD,2020,45,-21,-17,36,1,26.6,5.12
THAI BEVERAGE PUBLIC CO LTD,2020,46,-12,-2,9,-6,0.45,-2.11
THAI BEVERAGE PUBLIC CO LTD,2020,47,-13,0,42,-5,20.35,8.87
THAI BEVERAGE PUBLIC CO LTD,2020,48,27,6,17,-6,14.75,11.75
THAI BEVERAGE PUBLIC CO LTD,2020,49,4,-7,30,-2,10.15,7.03
THAI BEVERAGE PUBLIC CO LTD,2020,51,9,1,16,5,11.4,8.48
THAI BEVERAGE PUBLIC CO LTD,2020,52,-1,0,0,0,1.15,0.03
THAI BEVERAGE PUBLIC CO LTD,2020,53,4,5,5,0,7.1,4.22
THAI BEVERAGE PUBLIC CO LTD,2020,54,6,-3,3,1,5,2.4
THAI BEVERAGE PUBLIC CO LTD,2020,55,6,0,5,1,3.3,3.06
THAI BEVERAGE PUBLIC CO LTD,2020,56,4,6,14,5,13.1,8.42
THAI BEVERAGE PUBLIC CO LTD,2020,57,5,3,9,6,6.7,5.94
THAI BEVERAGE PUBLIC CO LTD,2020,58,6,2,17,3,8.6,7.32
THAI BEVERAGE PUBLIC CO LTD,2020,59,16,7,21,8,12.5,12.9
THAI BEVERAGE PUBLIC CO LTD,2020,60,7,4,6,3,7.15,5.43
THAI BEVERAGE PUBLIC CO LTD,2020,61,5,1,14,6,6.5,6.5
THAI BEVERAGE PUBLIC CO LTD,2020,62,-1,0,17,0,2.6,3.72
THAI BEVERAGE PUBLIC CO LTD,2020,63,3,1,21,4,8.4,7.48
THAI BEVERAGE PUBLIC CO LTD,2020,65,13,3,32,3,13.55,12.91
THAI BEVERAGE PUBLIC CO LTD,2020,66,11,4,10,6,10.75,8.35
THAI BEVERAGE PUBLIC CO LTD,2020,67,11,7,17,4,10.7,9.94
THAI BEVERAGE PUBLIC CO LTD,2020,68,3,4,29,-5,14.55,9.11
THAI BEVERAGE PUBLIC CO LTD,2020,69,7,7,18,5,15.3,10.46
THAI BEVERAGE PUBLIC CO LTD,2020,70,40,10,36,-1,26.7,22.34
THAI BEVERAGE PUBLIC CO LTD,2020,71,24,14,32,8,23.3,20.26
THAI BEVERAGE PUBLIC CO LTD,2020,72,12,7,34,11,21.8,17.16
THAI BEVERAGE PUBLIC CO LTD,2020,73,-2,3,11,3,4.35,3.87
THAI BEVERAGE PUBLIC CO LTD,2020,74,2,1,5,1,3.8,2.56
THAI BEVERAGE PUBLIC CO LTD,2020,75,3,3,7,2,5.55,4.11
THAI BEVERAGE PUBLIC CO LTD,2020,76,4,7,12,3,13.7,7.94
THAI BEVERAGE PUBLIC CO LTD,2020,77,-3,3,8,2,5.5,3.1
THAI BEVERAGE PUBLIC CO LTD,2020,78,5,-1,6,3,5.5,3.7
THAI BEVERAGE PUBLIC CO LTD,2020,79,-4,7,21,4,13.45,8.29
THAI BEVERAGE PUBLIC CO LTD,2020,80,12,2,15,2,9.45,8.09
THAI BEVERAGE PUBLIC CO LTD,2020,81,-1,0,7,0,1.5,1.5
THAI BEVERAGE PUBLIC CO LTD,2020,83,10,0,11,-1,5.5,5.1
THAI BEVERAGE PUBLIC CO LTD,2020,84,7,1,7,0,4.8,3.96
THAI BEVERAGE PUBLIC CO LTD,2020,85,44,25,66,10,49.4,38.88
THAI BEVERAGE PUBLIC CO LTD,2020,86,2,0,13,0,4.95,3.99
THAI BEVERAGE PUBLIC CO LTD,2020,87,0,15,46,-4,28.35,17.07
THAI BEVERAGE PUBLIC CO LTD,2020,88,77,41,73,15,74.1,56.02
THAI BEVERAGE PUBLIC CO LTD,2020,89,43,35,67,-3,59.9,40.38
THAI BEVERAGE PUBLIC CO LTD,2020,90,10,6,17,3,12,9.6
THAI BEVERAGE PUBLIC CO LTD,2020,91,12,5,37,2,22.95,15.79
THAI BEVERAGE PUBLIC CO LTD,2020,92,25,13,34,8,29.25,21.85
THAI BEVERAGE PUBLIC CO LTD,2020,93,47,20,32,8,23,26
THAI BEVERAGE PUBLIC CO LTD,2020,94,25,4,24,0,25.45,15.69
THAI BEVERAGE PUBLIC CO LTD,2020,95,32,13,42,6,31.35,24.87
THAI BEVERAGE PUBLIC CO LTD,2020,96,17,9,38,3,29.25,19.25
THAI BEVERAGE PUBLIC CO LTD,2020,97,26,15,36,10,27.6,22.92
THAI BEVERAGE PUBLIC CO LTD,2020,98,17,9,38,3,22.7,17.94
THAI BEVERAGE PUBLIC CO LTD,2020,99,19,22,64,7,44.45,31.29
THAI BEVERAGE PUBLIC CO LTD,2020,100,12,8,18,2,12.3,10.46
THAI BEVERAGE PUBLIC CO LTD,2020,101,1,5,29,-3,21.9,10.78
THAI BEVERAGE PUBLIC CO LTD,2020,102,14,4,7,3,4.65,6.53
THAI BEVERAGE PUBLIC CO LTD,2020,103,12,0,28,4,15.7,11.94
THAI BEVERAGE PUBLIC CO LTD,2020,104,19,11,35,9,22.5,19.3
THAI BEVERAGE PUBLIC CO LTD,2020,105,17,7,15,4,10.35,10.67
THAI BEVERAGE PUBLIC CO LTD,2020,106,8,6,12,0,12.55,7.71
THAI BEVERAGE PUBLIC CO LTD,2020,107,19,5,16,-1,12.4,10.28
THAI BEVERAGE PUBLIC CO LTD,2020,108,28,9,28,1,19.65,17.13
THAI BEVERAGE PUBLIC CO LTD,2020,109,6,5,20,-1,6.9,7.38
THAI BEVERAGE PUBLIC CO LTD,2020,110,21,13,48,-2,17.05,19.41
THAI BEVERAGE PUBLIC CO LTD,2020,111,38,3,35,-1,14.55,17.91
THAI BEVERAGE PUBLIC CO LTD,2020,112,27,10,22,5,18.75,16.55
THAI BEVERAGE PUBLIC CO LTD,2020,113,30,16,38,7,22.2,22.64
THAI BEVERAGE PUBLIC CO LTD,2020,114,4,5,28,2,10.8,9.96
THAI BEVERAGE PUBLIC CO LTD,2020,115,36,17,69,9,40.9,34.38
THAI BEVERAGE PUBLIC CO LTD,2020,116,50,26,55,9,31.6,34.32
THAI BEVERAGE PUBLIC CO LTD,2020,117,31,18,27,0,26.3,20.46
THAI BEVERAGE PUBLIC CO LTD,2020,118,28,8,50,9,25.75,24.15
THAI BEVERAGE PUBLIC CO LTD,2020,119,22,9,33,6,20.65,18.13
THAI BEVERAGE PUBLIC CO LTD,2020,120,30,12,20,5,18.85,17.17
THAI BEVERAGE PUBLIC CO LTD,2020,121,24,17,30,8,22.7,20.34
THAI BEVERAGE PUBLIC CO LTD,2020,122,10,5,11,1,8,7
THAI BEVERAGE PUBLIC CO LTD,2020,123,17,7,47,5,29.05,21.01
THAI BEVERAGE PUBLIC CO LTD,2020,125,6,4,19,2,9.4,8.08
THAI BEVERAGE PUBLIC CO LTD,2020,126,17,-2,23,-6,7.95,7.99
THAI BEVERAGE PUBLIC CO LTD,2020,127,18,14,20,5,14,14.2
THAI BEVERAGE PUBLIC CO LTD,2020,128,7,7,11,0,10.25,7.05
THAI BEVERAGE PUBLIC CO LTD,2020,129,5,3,24,3,13.7,9.74
THAI BEVERAGE PUBLIC CO LTD,2020,130,26,15,32,4,25.9,20.58
THAI BEVERAGE PUBLIC CO LTD,2020,131,15,8,28,4,19.15,14.83
THAI BEVERAGE PUBLIC CO LTD,2020,132,29,15,61,8,37.65,30.13
THAI BEVERAGE PUBLIC CO LTD,2020,133,20,16,27,1,21.1,17.02
THAI BEVERAGE PUBLIC CO LTD,2020,134,4,3,7,0,4.45,3.69
THAI BEVERAGE PUBLIC CO LTD,2020,135,13,7,33,3,16.15,14.43
THAI BEVERAGE PUBLIC CO LTD,2020,136,8,6,23,1,11.05,9.81
THAI BEVERAGE PUBLIC CO LTD,2020,137,7,5,9,1,15.9,7.58
THAI BEVERAGE PUBLIC CO LTD,2020,139,-1,0,10,0,5.95,2.99
THAI BEVERAGE PUBLIC CO LTD,2020,140,39,16,54,3,33.35,29.07
THAI BEVERAGE PUBLIC CO LTD,2020,141,4,13,42,5,26.95,18.19
THAI BEVERAGE PUBLIC CO LTD,2020,142,45,23,71,14,51.2,40.84
THAI BEVERAGE PUBLIC CO LTD,2020,143,72,39,63,20,59.35,50.67
THAI BEVERAGE PUBLIC CO LTD,2020,144,-1,-3,4,-4,3.15,-0.17
THAI BEVERAGE PUBLIC CO LTD,2020,145,18,1,9,0,6.95,6.99
THAI BEVERAGE PUBLIC CO LTD,2020,146,15,8,26,-4,17.35,12.47
THAI BEVERAGE PUBLIC CO LTD,2020,147,5,8,30,0,18.05,12.21
THAI BEVERAGE PUBLIC CO LTD,2020,148,-7,4,11,-1,8.55,3.11
THAI BEVERAGE PUBLIC CO LTD,2020,149,4,8,15,3,11.95,8.39
THAI BEVERAGE PUBLIC CO LTD,2020,150,52,25,64,9,52.2,40.44
THAI BEVERAGE PUBLIC CO LTD,2020,151,18,16,25,7,24.1,18.02
THAI BEVERAGE PUBLIC CO LTD,2020,152,22,13,46,6,28.15,23.03
THAI BEVERAGE PUBLIC CO LTD,2020,153,32,15,34,8,23.8,22.56
THAI BEVERAGE PUBLIC CO LTD,2020,154,59,16,42,12,34.45,32.69
THAI BEVERAGE PUBLIC CO LTD,2020,155,-1,0,9,0,4.65,2.53
THAI BEVERAGE PUBLIC CO LTD,2020,156,0,-2,13,-5,10.05,3.21
THAI BEVERAGE PUBLIC CO LTD,2020,157,-1,-5,23,-3,7.35,4.27
THAI BEVERAGE PUBLIC CO LTD,2020,158,9,6,19,3,13.5,10.1
THAI BEVERAGE PUBLIC CO LTD,2020,159,4,4,27,2,12.3,9.86
THAI BEVERAGE PUBLIC CO LTD,2020,160,16,10,24,4,19.7,14.74
THAI BEVERAGE PUBLIC CO LTD,2020,161,26,16,36,6,20.65,20.93
THAI BEVERAGE PUBLIC CO LTD,2020,162,31,20,35,5,22.7,22.74
THAI BEVERAGE PUBLIC CO LTD,2020,163,27,10,45,6,26.2,22.84
THAI BEVERAGE PUBLIC CO LTD,2020,164,3,5,12,4,10.65,6.93
THAI BEVERAGE PUBLIC CO LTD,2020,165,67,23,19,19,27.95,31.19
THAI BEVERAGE PUBLIC CO LTD,2020,166,8,1,8,1,6.05,4.81
THAI BEVERAGE PUBLIC CO LTD,2020,167,31,9,16,6,12.85,14.97
THAI BEVERAGE PUBLIC CO LTD,2020,168,19,13,31,7,20.55,18.11
THAI BEVERAGE PUBLIC CO LTD,2020,169,7,3,19,3,8.15,8.03
THAI BEVERAGE PUBLIC CO LTD,2020,171,9,5,10,3,12.15,7.83
THAI BEVERAGE PUBLIC CO LTD,2020,172,16,3,10,8,10.4,9.48
THAI BEVERAGE PUBLIC CO LTD,2020,173,37,28,52,10,43.15,34.03
THAI BEVERAGE PUBLIC CO LTD,2020,174,84,39,30,17,41.2,42.24
THAI BEVERAGE PUBLIC CO LTD,2020,175,30,16,60,16,31.05,30.61
THAI BEVERAGE PUBLIC CO LTD,2020,176,15,13,34,8,25.55,19.11
THAI BEVERAGE PUBLIC CO LTD,2020,177,3,12,31,3,28.65,15.53
THAI BEVERAGE PUBLIC CO LTD,2020,178,15,21,32,8,38.15,22.83
THAI BEVERAGE PUBLIC CO LTD,2020,179,29,32,64,8,55.05,37.61
THAI BEVERAGE PUBLIC CO LTD,2020,180,4,7,3,-2,6.8,3.76
THAI BEVERAGE PUBLIC CO LTD,2020,181,6,12,18,-3,32.2,13.04
THAI BEVERAGE PUBLIC CO LTD,2020,182,44,25,34,4,44.1,30.22
THAI BEVERAGE PUBLIC CO LTD,2020,183,-2,7,14,-3,15.2,6.24
THAI BEVERAGE PUBLIC CO LTD,2020,184,42,23,21,6,22.65,22.93
THAI BEVERAGE PUBLIC CO LTD,2020,185,9,5,11,-4,16,7.4
THAI BEVERAGE PUBLIC CO LTD,2020,186,10,8,25,0,14.4,11.48
THAI BEVERAGE PUBLIC CO LTD,2020,187,10,2,19,-2,11.95,8.19
THAI BEVERAGE PUBLIC CO LTD,2020,188,-28,-17,-1,-2,-1.95,-9.99
THAI BEVERAGE PUBLIC CO LTD,2020,189,-23,-5,37,-16,8.95,0.39
THAI BEVERAGE PUBLIC CO LTD,2020,190,22,7,21,-1,24.3,14.66
THAI BEVERAGE PUBLIC CO LTD,2020,191,15,6,29,2,23.7,15.14
THAI BEVERAGE PUBLIC CO LTD,2020,192,7,-1,7,-2,5.65,3.33
THAI BEVERAGE PUBLIC CO LTD,2020,193,43,24,55,6,39.2,33.44
THAI BEVERAGE PUBLIC CO LTD,2020,194,15,2,14,-1,11.75,8.35
THAI BEVERAGE PUBLIC CO LTD,2020,195,18,6,23,-1,24.1,14.02
THAI BEVERAGE PUBLIC CO LTD,2020,196,7,2,9,3,4.05,5.01
THAI BEVERAGE PUBLIC CO LTD,2020,197,12,6,17,0,10.2,9.04
THAI BEVERAGE PUBLIC CO LTD,2020,198,2,0,14,2,4.8,4.56
THAI BEVERAGE PUBLIC CO LTD,2020,199,24,6,21,8,14.35,14.67
THAI BEVERAGE PUBLIC CO LTD,2020,200,17,13,43,13,22.55,21.71
THAI BEVERAGE PUBLIC CO LTD,2020,201,34,12,22,0,25.85,18.77
THAI BEVERAGE PUBLIC CO LTD,2020,202,8,6,13,4,13.25,8.85
THAI BEVERAGE PUBLIC CO LTD,2020,203,43,12,25,6,18.65,20.93
THAI BEVERAGE PUBLIC CO LTD,2020,204,2,3,1,0,2.25,1.65
THAI BEVERAGE PUBLIC CO LTD,2020,205,16,15,30,10,21.5,18.5
THAI BEVERAGE PUBLIC CO LTD,2020,206,6,18,41,8,30.7,20.74
THAI BEVERAGE PUBLIC CO LTD,2020,207,27,12,12,4,14.05,13.81
THAI BEVERAGE PUBLIC CO LTD,2020,208,24,14,19,5,17.05,15.81
THAI BEVERAGE PUBLIC CO LTD,2020,209,18,16,16,13,23.6,17.32
THAI BEVERAGE PUBLIC CO LTD,2020,210,1,6,28,-1,20.35,10.87
THAI BEVERAGE PUBLIC CO LTD,2020,211,-2,0,3,-1,5.55,1.11
THAI BEVERAGE PUBLIC CO LTD,2020,212,6,3,8,2,3.8,4.56
THAI BEVERAGE PUBLIC CO LTD,2020,213,17,6,26,-5,16,12
THAI BEVERAGE PUBLIC CO LTD,2020,214,-2,-15,12,-46,0.5,-10.1
THAI BEVERAGE PUBLIC CO LTD,2020,215,-6,0,28,-8,11.8,5.16
THAI BEVERAGE PUBLIC CO LTD,2020,216,14,8,28,4,10.95,12.99
THAI BEVERAGE PUBLIC CO LTD,2020,217,49,29,50,16,38.8,36.56
THAI BEVERAGE PUBLIC CO LTD,2020,218,44,31,51,8,44.6,35.72
THAI BEVERAGE PUBLIC CO LTD,2020,219,1,2,9,2,3.95,3.59
THAI BEVERAGE PUBLIC CO LTD,2020,221,0,1,12,0,1.35,2.87
THAI BEVERAGE PUBLIC CO LTD,2020,222,-2,0,0,-1,-7.6,-2.12
THAI BEVERAGE PUBLIC CO LTD,2020,223,-6,0,-2,-3,-1.35,-2.47
THAI BEVERAGE PUBLIC CO LTD,2020,224,-8,-11,0,-5,-7.9,-6.38
THAI BEVERAGE PUBLIC CO LTD,2020,225,-11,-7,6,-6,-0.2,-3.64
THAI BEVERAGE PUBLIC CO LTD,2020,227,-5,-1,38,-1,15.4,9.28
